Wavelength,W100000.asd,W100001.asd,W100002.asd,W100003.asd,W100004.asd,W100005.asd,W100006.asd,W100007.asd,W100008.asd,W100009.asd,W100010.asd,W100011.asd,W100012.asd,W100013.asd,W100014.asd,W100015.asd,W100016.asd,W100017.asd,W100018.asd,W100019.asd,W100020.asd,W100021.asd,W100022.asd,W100023.asd,W100024.asd,W100025.asd,W100026.asd,W100027.asd,W100028.asd,W100029.asd,W100030.asd,W100031.asd,W100032.asd,W100033.asd,W100034.asd,W100035.asd,W100036.asd,W100037.asd,W100038.asd,W100039.asd,W100040.asd,W100041.asd,W100042.asd,W100043.asd,W100044.asd,W100045.asd,W100046.asd,W100047.asd,W100048.asd,W100049.asd,W100050.asd,W100051.asd,W100052.asd,W100053.asd,W100054.asd,W100055.asd,W100056.asd,W100057.asd,W100058.asd,W100059.asd,W100060.asd,W100061.asd,W100062.asd,W100063.asd,W100064.asd,W100065.asd,W100066.asd,W100067.asd,W100068.asd,W100069.asd,W100070.asd,W100071.asd,W100072.asd,W100073.asd,W100074.asd,W100075.asd,W100076.asd,W100077.asd,W100078.asd,W100079.asd,W100080.asd
457,33176.23777,714.1990179,780.845339,818.8199635,780.0473969,770.2285541,876.0261386,893.2228708,879.2357908,804.4730232,883.5900268,833.6706116,840.247021,888.8154629,869.4143187,984.0051103,813.0199947,849.0012006,819.1607356,909.2285002,942.8225112,1029.893273,1042.070127,1056.81913,920.2382848,1023.647384,914.8204755,865.0163777,1098.045643,1161.416135,1296.215813,1176.845872,1248.812749,1182.225156,1312.204076,1201.194416,1393.630842,1423.213968,1428.57125,1364.457604,1579.424041,1642.687509,1521.03176,1663.046624,1751.388927,1623.634234,2093.148047,1872.625042,2139.985532,2236.224739,2113.260529,2211.392719,2376.451709,2599.790244,2550.049098,2628.032854,1820.172315,1756.660345,2092.821683,1992.064274,1833.217232,1444.259436,1611.215465,1992.624737,1767.756803,1758.598951,2192.851284,2042.259013,2006.439729,2007.877364,1979.450319,2178.25513,2065.863804,2172.480731,2093.843937,1887.421651,2327.035415,2568.006357,2030.242216,2162.008633,1853.459387
458,33027.03573,702.2495175,773.2996989,812.2613414,777.3029736,768.428633,860.280942,891.445761,867.3565431,802.6207898,872.5081698,838.296535,836.0520263,891.3802317,873.1678252,975.3484165,802.0755307,849.3303261,808.9019364,902.6629375,940.7721871,1025.350734,1045.510919,1051.109165,908.8255684,1019.828871,912.5323263,848.0498638,1096.506581,1161.299129,1280.158296,1164.901009,1244.332807,1173.673887,1306.829876,1197.894588,1376.979739,1412.782903,1414.840944,1361.616702,1576.43839,1630.787235,1519.032962,1653.854745,1746.280481,1610.29886,2090.73815,1865.322138,2138.434236,2224.272496,2113.827209,2206.231596,2357.997605,2595.626845,2542.189174,2625.50438,1821.515263,1756.927762,2082.044595,1990.995831,1826.845173,1435.629015,1606.225985,1979.004685,1762.586742,1758.244319,2187.271062,2039.261868,1998.183795,2001.087382,1965.603286,2167.267056,2065.407269,2168.450155,2097.229935,1884.156003,2312.673743,2562.889236,2028.596543,2158.494284,1858.649089
459,32906.17496,693.5643825,772.9881401,812.4734711,773.5623076,768.3345853,854.727828,892.0062035,866.4613904,803.6089419,868.7796749,839.6985972,835.2485993,894.2979014,878.0551374,972.5791373,794.0562546,849.0425748,804.6053193,900.4149516,941.4423625,1027.277883,1048.679485,1048.631386,909.3545313,1018.879877,908.1569312,842.1347928,1094.559427,1161.990282,1276.461978,1162.042864,1241.674772,1173.046092,1299.163376,1198.184708,1368.849056,1405.853152,1405.623862,1360.562971,1574.026367,1631.04636,1517.297319,1648.722467,1741.859137,1606.012321,2087.268142,1859.55828,2136.159855,2218.656839,2123.109342,2204.30315,2350.731491,2597.642961,2537.79439,2627.875675,1822.932933,1753.435001,2077.094495,1994.957809,1819.252002,1434.951107,1601.641465,1970.149081,1760.014301,1757.271547,2184.65516,2037.809552,1992.516328,2004.115882,1955.852329,2163.32787,2065.633257,2173.281697,2098.641915,1878.934869,2306.649122,2559.536834,2031.561134,2157.315354,1866.189803
460,32827.0195,694.0090731,779.4059937,819.2457496,767.5951638,769.8240412,863.5455799,893.5743174,877.8400592,803.711711,875.8893374,832.1615069,837.8138553,894.0524532,879.2968609,978.3073774,793.9008597,847.6611056,812.0609427,902.9531482,943.3890053,1030.843938,1046.098066,1050.16935,922.206852,1019.704204,901.7491515,853.0368835,1090.36871,1161.560638,1288.678435,1169.341709,1241.423045,1180.423842,1292.900963,1202.534647,1374.111472,1407.565968,1407.882701,1359.054196,1571.103694,1641.570786,1514.526049,1648.559392,1740.866343,1613.294753,2086.964964,1857.156784,2134.056374,2223.31133,2133.724578,2206.357718,2358.873127,2606.11339,2538.396515,2633.501838,1823.333462,1744.015576,2080.505588,1998.791952,1813.070754,1441.560822,1598.840061,1970.577551,1761.901276,1755.227676,2185.149341,2036.657532,1991.574599,2013.789209,1954.939637,2167.604043,2063.040596,2181.165731,2094.121918,1872.78375,2312.498395,2558.611908,2034.386908,2158.602096,1868.010451
461,32706.88507,698.0446895,778.1531296,812.1028395,765.128753,775.6008944,863.7190634,890.8171463,875.2209489,801.8299332,870.7565861,829.1303347,843.7386436,886.5511493,871.5614319,976.8237476,798.1338591,846.0375014,810.5169288,900.4711246,939.8069917,1024.915674,1044.038172,1045.941072,916.6080145,1019.874153,897.6984015,853.9107928,1088.71856,1155.725882,1281.12116,1166.291196,1237.312517,1172.046334,1296.857608,1201.720239,1370.813351,1414.328153,1405.443547,1357.751179,1563.767135,1639.009581,1510.995851,1647.521138,1741.902632,1610.928695,2089.557283,1854.120446,2129.522574,2223.861507,2122.938069,2196.39812,2356.987054,2599.069235,2540.268708,2635.282859,1816.209791,1743.896019,2075.221828,1990.682415,1813.743933,1441.836985,1595.715264,1970.458688,1749.271033,1752.154889,2189.75606,2038.899345,1993.492764,2011.069801,1959.067984,2168.260494,2062.326617,2171.005933,2092.72032,1871.76339,2313.874142,2550.902117,2018.958469,2155.889483,1857.783133
462,32560.90619,695.9517859,774.3638482,802.0044481,763.3266717,771.4767573,856.4692963,882.7599694,865.4176962,795.4024449,856.1361179,824.664247,843.7665767,876.9021908,862.6348134,968.1538861,796.031554,843.4564508,801.8658672,893.7565969,927.8851817,1014.84713,1041.076138,1037.065844,903.6945069,1014.003902,891.6516782,847.5273722,1087.232424,1146.906794,1267.932789,1157.187391,1226.312084,1158.537465,1298.58206,1193.491162,1361.137225,1415.187213,1395.087621,1352.627693,1551.98665,1628.044761,1502.241221,1643.525856,1734.883866,1601.412648,2081.632395,1846.851568,2122.950366,2214.91948,2106.14743,2184.079614,2348.993086,2584.64323,2534.28231,2628.367076,1806.903305,1738.279126,2066.194086,1975.814481,1808.36641,1432.81092,1589.021524,1965.854938,1733.737292,1744.963114,2184.068943,2035.198205,1986.90025,1996.998265,1959.043659,2157.057107,2053.067834,2153.093621,2087.603756,1866.398893,2306.026381,2541.663651,2002.66011,2144.965856,1843.818795
463,32407.72649,684.0394385,771.4890469,798.3358976,760.2702234,750.9730269,845.7281848,870.4721689,855.3749541,784.5245144,838.4114417,815.72069,832.9712689,870.3312489,859.3777019,955.1305755,782.1389504,839.5828755,790.1990373,884.8956285,909.3833912,1006.161637,1036.20007,1026.298382,894.6646152,1000.27031,881.6638698,838.2091569,1084.324987,1138.297947,1261.158186,1146.978621,1208.900217,1149.448161,1289.648128,1179.102126,1349.260717,1403.129583,1377.696706,1341.851839,1537.334329,1614.236684,1487.770428,1636.120021,1715.276905,1588.877693,2057.522138,1834.787603,2115.963526,2196.229122,2096.575999,2177.719746,2339.857506,2571.733887,2516.801118,2611.29052,1799.689681,1718.835398,2057.603877,1960.61334,1790.116847,1415.275137,1577.981488,1955.496832,1725.408013,1733.310444,2161.137656,2021.051722,1967.534776,1976.140584,1948.760389,2132.586964,2031.659746,2138.122673,2074.939005,1851.500496,2287.987119,2534.806261,1998.303734,2125.795538,1833.660518
464,32283.59935,694.852035,760.1868264,802.5144766,761.0099032,752.4002368,850.5037363,866.6254064,850.0530336,785.5030856,845.4998094,818.7334409,831.0533237,875.6944059,866.5706352,957.0194869,780.5923236,837.4981095,791.4350411,882.7931623,913.610198,1005.44462,1031.178319,1026.492686,901.443749,996.8575595,880.9497956,837.2953906,1083.812818,1139.566188,1258.855382,1143.261404,1205.245301,1146.993778,1284.823019,1180.470004,1350.043471,1390.413557,1377.854437,1335.832269,1530.350318,1604.990574,1492.73343,1634.916614,1710.298094,1586.086187,2056.738674,1835.927477,2118.937859,2196.519037,2095.236011,2180.527377,2339.357812,2574.813365,2516.095881,2600.262474,1793.728535,1716.681193,2047.555198,1960.037389,1787.961368,1409.509364,1577.327651,1952.293514,1727.540224,1734.290182,2156.78536,2019.350263,1973.252443,1972.517665,1936.927373,2131.97381,2036.897387,2140.60851,2069.111157,1846.872153,2277.685491,2526.427227,1992.094341,2123.159558,1833.204344
465,32155.70416,708.7980159,748.3896989,804.6162046,759.4432239,760.1501886,857.3060227,865.321548,848.0848638,788.949492,858.6653833,823.2255543,829.6170758,879.9494504,871.6127286,960.4916414,782.0550878,831.5769069,795.8135482,883.1122486,924.5636985,1006.732784,1025.92729,1027.665438,909.0464985,997.4578647,882.144179,836.9220205,1082.899814,1139.675936,1257.006422,1139.348128,1208.335854,1147.909174,1279.634425,1185.041549,1353.107627,1380.21926,1380.547497,1331.571159,1527.610804,1600.013427,1499.105134,1631.019037,1709.39135,1582.791771,2062.19124,1838.5633,2122.619103,2201.920142,2095.395493,2178.111271,2338.583571,2578.589572,2518.433819,2591.609314,1784.144453,1716.923559,2036.124744,1961.037128,1789.362846,1410.41675,1576.377369,1951.404662,1728.616638,1736.581575,2156.716422,2023.802861,1985.134919,1973.656692,1926.414652,2139.827924,2045.274102,2144.692508,2064.333934,1845.688193,2271.024916,2515.249751,1986.868628,2123.119861,1830.223517
466,31970.90424,692.2923181,748.6717118,790.6365698,746.3577023,744.6428579,843.4673118,855.6040923,846.1047909,778.4782952,845.9976721,811.4980835,813.0329099,863.3681085,856.2693873,943.0827987,768.6248834,813.613307,786.3358006,877.8432034,913.8621309,1000.211291,1019.961816,1013.327119,894.1226438,989.4217649,872.4027112,823.7067667,1077.055541,1121.479961,1250.116543,1124.261085,1203.988813,1146.830278,1265.058472,1170.823188,1340.891513,1374.218567,1359.907144,1322.673469,1521.943843,1596.837959,1476.945127,1610.358418,1692.252461,1562.093625,2041.992426,1822.861766,2112.156184,2187.159962,2087.163684,2150.133658,2323.117589,2558.795712,2498.994801,2576.612045,1764.416356,1692.736741,2023.653266,1942.334032,1771.071659,1406.331567,1557.456833,1943.408723,1712.01441,1721.063059,2133.707132,2020.815953,1969.221695,1956.972356,1919.28028,2126.876599,2016.450817,2125.249961,2049.674216,1834.405405,2258.318302,2500.304319,1989.025634,2101.216285,1806.641625
467,31754.2123,675.4470927,749.8923616,777.20019,740.8622368,733.3882465,833.9859288,852.8409157,835.4088562,768.4726275,834.1294755,803.1332383,809.0252846,853.2182154,840.4465959,927.1725142,764.0161082,806.5139973,780.6785672,873.7012584,904.09541,1000.475585,1012.079277,1003.085608,883.6546618,982.3073299,863.0990118,813.1695559,1069.171096,1107.814478,1238.44144,1116.932168,1196.846882,1135.221855,1254.58706,1158.106257,1333.525363,1361.339036,1342.800797,1317.408588,1514.56791,1588.940878,1461.162454,1589.201151,1674.912784,1554.097519,2029.509564,1813.20873,2100.414459,2168.071247,2072.202896,2138.194354,2308.14047,2547.229075,2483.984507,2568.243974,1752.738873,1683.898277,2009.274428,1928.481046,1764.336066,1392.257795,1543.468225,1926.366811,1702.450818,1711.028416,2120.49493,2010.341089,1954.565199,1943.27608,1910.138254,2116.047506,1997.854355,2111.249798,2033.506621,1825.852576,2244.248155,2487.684602,1977.628051,2085.325388,1791.834326
468,31536.28402,665.9471676,748.8473242,768.9341437,741.818542,730.4346754,830.8819093,856.1449489,821.4169149,762.6883439,828.8709994,801.0237672,814.9334057,850.8735475,831.1219758,920.625049,767.3616847,810.5012375,779.2576843,869.5382285,899.0965031,1003.243215,1002.234197,998.8876332,879.5172672,976.9279415,856.7216634,809.9910459,1059.82656,1102.858729,1225.066146,1117.394571,1188.010292,1118.878336,1248.545038,1149.591423,1331.280969,1343.753003,1334.146485,1314.496161,1504.659844,1575.914514,1455.326778,1574.621159,1662.989413,1555.652608,2026.295919,1810.101963,2090.413559,2150.737411,2054.179242,2143.097529,2296.259377,2545.646901,2476.171135,2563.759116,1749.657021,1688.754367,1993.933032,1923.275788,1767.587163,1373.168201,1536.168989,1907.131135,1700.659949,1706.926377,2117.307685,1996.090625,1945.7865,1934.216372,1899.613128,2108.986882,1995.405973,2103.999099,2019.469487,1818.43243,2230.684343,2475.715224,1956.226158,2074.90617,1786.73312
469,31378.07696,664.8272543,746.1240849,766.3979475,731.6112344,728.9009384,821.6167872,853.9401315,826.9281008,762.6021841,829.1504486,800.7005454,804.1580763,839.8791205,834.2415387,931.2313392,760.1501949,810.6246336,771.2930752,857.6241516,894.7961267,986.5547368,990.2509801,992.0975072,866.3257788,968.5754557,852.2595912,818.9695507,1048.099665,1102.774852,1218.665163,1112.642775,1178.771421,1121.660219,1237.78481,1138.021863,1321.53135,1335.987206,1328.377975,1304.732099,1488.635352,1560.607695,1445.203764,1574.435157,1662.001301,1536.6173,2014.244092,1797.196257,2081.660609,2140.511488,2041.579017,2138.633101,2283.44983,2538.402887,2464.735482,2546.030039,1744.387449,1675.357889,1979.740875,1921.185547,1756.085153,1365.77167,1523.436904,1906.608774,1690.607511,1693.852208,2100.841872,1989.382304,1936.383198,1919.298345,1894.251287,2095.755273,1993.689514,2086.276613,2011.146642,1797.708587,2220.566211,2454.059681,1950.212803,2046.176264,1772.677371
470,31240.76382,658.7219251,732.9802432,764.2525085,724.9019953,724.1712567,816.360424,844.3164852,824.7889672,756.8014621,824.5772331,792.9083463,790.9040578,832.9181879,830.622899,932.7818831,751.2550489,804.6358609,762.3877914,845.4218442,887.8733637,969.4686394,981.4643156,986.714022,862.2400615,964.0609646,847.8583739,811.6508884,1037.368828,1096.634644,1210.225444,1106.338897,1165.409542,1116.021822,1228.178611,1130.457913,1308.520688,1323.943556,1325.092684,1294.939856,1478.140619,1551.690626,1431.576342,1572.480076,1655.901422,1517.532469,1999.325004,1787.515629,2070.210019,2134.380669,2031.53628,2124.799755,2271.86498,2519.968167,2454.103949,2531.792774,1732.587749,1659.070038,1968.980428,1912.972642,1737.150004,1366.507312,1514.349388,1903.379601,1683.967684,1678.888743,2092.010477,1980.771009,1923.563553,1909.06606,1882.870388,2078.125746,1984.337889,2070.688825,2006.232124,1784.329816,2205.477013,2436.425167,1939.145565,2032.833009,1758.261389
471,31115.40398,646.2838586,713.4400041,761.5232207,725.6083854,716.5073776,817.2397124,829.6731827,809.9556293,744.4161141,814.0059735,779.0835868,783.1696375,834.3087086,817.4227613,918.7369497,745.5891583,793.3727975,755.7425872,838.1930341,879.7580782,961.8174685,979.3809801,984.1981018,870.1961228,965.2089839,843.9166237,785.9270342,1030.412127,1084.770443,1198.192741,1100.545733,1150.106867,1097.059861,1223.349932,1128.698139,1295.87074,1307.559119,1323.817282,1288.513747,1476.050302,1550.722885,1418.576387,1564.211687,1642.063688,1507.216771,1987.093509,1785.815014,2058.860514,2131.498599,2024.298819,2105.577992,2263.764874,2494.608328,2447.586031,2526.564691,1716.437438,1648.276382,1964.056273,1897.988309,1718.304127,1370.620198,1511.322495,1891.778222,1682.387877,1667.469595,2095.406042,1968.616841,1909.330108,1907.623314,1865.766871,2061.469609,1967.822792,2063.653203,2002.557738,1783.870005,2187.39279,2429.012035,1920.426988,2042.803204,1749.037591
472,31026.4347,648.5082394,722.4071305,766.1053989,723.2659531,717.5361409,815.3378024,824.9633663,812.0621863,744.1512447,813.7741963,786.0200645,791.8072679,840.7863055,820.8444478,912.9646108,749.3596681,787.427637,754.9205832,844.8137292,884.1337886,971.0872286,989.4811623,984.5062372,868.5259635,966.6071874,847.1697758,788.9495188,1031.943173,1093.165478,1190.945093,1098.652875,1148.241449,1094.172928,1229.403061,1126.660266,1292.026824,1312.786584,1325.115107,1288.201147,1470.847613,1545.977277,1425.163668,1562.537241,1641.165455,1506.115348,1992.870568,1789.027003,2068.676479,2133.096443,2024.706038,2101.102468,2265.866234,2493.139807,2452.046664,2521.595141,1715.186086,1654.028073,1971.542794,1891.707436,1720.129583,1361.080939,1507.76792,1886.711118,1670.01013,1671.533748,2092.016158,1961.400138,1908.5312,1913.370394,1864.288377,2066.268552,1965.525545,2070.494773,1994.461099,1780.072841,2191.075738,2432.12434,1918.536525,2046.058636,1753.910848
473,30972.60313,655.4137406,734.9628524,767.8632623,723.250364,721.8141269,811.2077449,826.8545023,817.7602383,749.0877462,816.0119097,792.0293142,799.8964046,843.8160415,827.089595,911.7646851,754.9872987,784.3374889,757.1862974,851.8624545,890.1416645,979.4006993,995.7804385,984.994111,866.1800176,969.6241867,847.374856,802.0479406,1035.888953,1099.594329,1192.019928,1099.958768,1152.521397,1100.010452,1233.829077,1128.199586,1291.268832,1320.695308,1325.883844,1285.903562,1467.11495,1540.203778,1434.100559,1561.206867,1643.015818,1509.088424,1998.949516,1792.317043,2076.952761,2138.121826,2028.226163,2107.327575,2266.764808,2500.757042,2460.339247,2521.962096,1721.411185,1659.1196,1975.660461,1894.692773,1729.210097,1354.442494,1507.567149,1886.81323,1664.88033,1675.30444,2089.444443,1960.740513,1911.666091,1919.006509,1872.257537,2075.884932,1969.311682,2077.18223,1988.934755,1777.117874,2199.587668,2436.743709,1924.485168,2047.081491,1765.645818
474,30952.44915,657.6809833,730.1448618,759.9220713,729.0267763,723.9923398,806.4553136,831.2265602,815.4437505,751.9365438,814.3256441,780.8539348,793.8674768,837.9956558,824.644417,911.3721078,756.2662346,782.42534,759.8884636,848.3558344,889.011948,973.3016379,986.8246061,983.5726122,870.2482025,974.390772,837.8195068,807.4413308,1037.02709,1087.338893,1201.924305,1102.900076,1155.63898,1106.39492,1227.613349,1135.274899,1288.909386,1316.223016,1323.882627,1276.797684,1468.512789,1536.831567,1431.382866,1555.715297,1639.267724,1511.892568,1992.497634,1792.35893,2067.167404,2144.772212,2030.964663,2118.271164,2258.093858,2504.600023,2465.741717,2530.908458,1727.189792,1651.105184,1965.941692,1905.17041,1733.242269,1362.780994,1513.354115,1890.037161,1679.921793,1667.073729,2094.478358,1967.208801,1910.716958,1919.093826,1881.706962,2076.317904,1971.55495,2073.379368,1991.078566,1778.87487,2198.428903,2436.445565,1929.240597,2049.927167,1775.991853
475,30972.97321,655.8669482,722.5957833,759.4265928,727.9626177,722.8023128,807.1811203,833.8210934,812.9615147,746.8477571,818.0323781,781.337903,783.0214733,838.7799477,825.0230363,915.1586393,758.9343076,789.9982978,762.4503702,841.0241896,890.8725712,970.6695112,982.6180335,980.6302376,867.9585739,970.557984,838.133175,807.0442179,1037.510211,1084.120472,1202.748938,1100.790737,1153.646604,1108.421955,1227.584052,1134.857429,1290.33926,1317.714306,1323.09582,1280.475211,1469.518291,1540.736407,1430.482081,1556.79881,1639.987556,1518.347211,1999.541626,1794.976995,2070.846622,2145.690293,2035.389429,2121.303214,2251.440974,2515.409574,2465.647473,2537.922846,1726.362549,1653.958473,1970.609588,1910.797603,1734.050125,1361.255217,1517.705433,1894.700028,1690.549504,1666.271833,2105.072429,1979.013116,1912.019038,1920.250649,1876.692076,2077.683919,1975.079812,2076.100977,1990.402439,1782.737409,2195.705264,2444.162755,1930.646855,2045.572226,1770.868202
476,31022.18704,653.8356963,718.5140571,764.1416844,724.0657484,719.4672347,812.3418437,834.6967342,812.7161786,742.1540963,822.3447629,787.627353,780.6011617,841.8103718,826.9829331,919.510502,761.0653711,800.6421388,765.1022999,836.3119566,892.2661019,975.1234012,983.3965777,981.4864937,865.4264848,962.7369169,842.6960821,803.710644,1037.549921,1087.380327,1200.123201,1097.429937,1153.798822,1106.643365,1230.397126,1131.808805,1294.206167,1324.721925,1321.551271,1288.574795,1470.133311,1549.790255,1431.236263,1562.65946,1643.981959,1524.277196,2012.44095,1801.293592,2083.67546,2145.694111,2039.20819,2120.372514,2255.501889,2529.764514,2465.567324,2542.480229,1724.678099,1662.790649,1981.766055,1912.733408,1733.670487,1358.759319,1521.915283,1897.804353,1695.388784,1671.310158,2113.618332,1988.171637,1916.424361,1923.004891,1870.874572,2080.327738,1978.307901,2081.630491,1992.465243,1788.978779,2196.965492,2453.157051,1930.316165,2042.339732,1762.568733
477,31081.81051,657.5344332,724.0078117,766.5843431,726.3744258,716.3888546,818.8250547,835.3849773,816.6953319,752.0103669,818.141062,784.2417956,804.19568,836.7990237,826.2222035,918.5979669,758.663714,803.161362,768.6765435,842.2687149,885.8523355,988.0050425,984.5547559,993.9510092,874.7623843,960.3123893,838.3395243,801.9479806,1037.153079,1086.735602,1207.115828,1100.32672,1168.37354,1103.583362,1227.125609,1136.723548,1297.458187,1332.600205,1315.309765,1283.915972,1471.70362,1559.66396,1430.39949,1568.13982,1647.297311,1522.933939,2013.819277,1811.681121,2091.881128,2153.912225,2038.632921,2125.0282,2280.453228,2540.727672,2474.618711,2546.604674,1732.687321,1664.745537,1980.863371,1916.167112,1735.217847,1374.482947,1529.963897,1895.517218,1698.717809,1675.354811,2109.282808,1983.555426,1924.050193,1926.678481,1889.018296,2082.660648,1978.643557,2080.532351,2008.126548,1798.618417,2209.053078,2450.500909,1931.713113,2054.577746,1773.299353
478,31140.93488,661.7235735,728.6423472,766.9874379,729.3588995,713.8811774,819.6492695,835.8133203,819.0477533,754.0248372,817.0745108,784.6451419,812.7530167,836.1526818,826.434325,914.3758009,757.0492908,797.6400894,763.639947,848.4346021,883.8357619,989.1250628,991.652511,1000.964951,874.0798282,960.6678716,838.4930745,804.6782651,1038.139065,1087.843116,1212.52195,1097.236372,1166.883946,1105.366396,1225.005217,1135.175748,1298.570815,1333.857728,1315.870194,1283.117346,1474.237343,1559.875809,1436.519092,1568.92858,1649.371393,1521.978085,2016.830895,1815.871844,2094.300733,2159.430065,2042.040388,2128.910753,2288.707147,2547.035161,2479.599861,2550.003526,1734.81079,1666.867054,1984.305006,1920.7246,1739.682492,1378.701415,1529.181859,1899.838483,1692.676088,1674.362473,2111.981749,1987.553781,1924.700022,1927.76764,1893.446319,2093.022067,1979.944172,2082.208401,2012.494407,1805.95819,2209.047097,2453.502651,1932.183061,2061.908438,1774.967799
479,31191.65716,662.8687536,728.6930102,766.0342195,731.5303377,711.1412026,815.1871129,835.9989442,819.7482246,748.7241503,820.0840606,789.6114713,802.4729128,840.434537,826.8343907,909.9040136,757.5517516,788.6696704,754.0506525,850.9825374,887.0645943,978.0699658,1000.213761,999.3533956,864.3213969,963.4440448,843.2415472,809.111419,1040.132694,1090.881306,1213.437474,1089.81199,1153.351175,1111.186409,1224.625407,1129.319142,1296.546037,1329.191581,1322.001107,1289.466889,1475.996824,1552.278108,1446.322634,1566.464891,1650.73355,1522.398237,2022.967472,1814.442338,2094.31709,2161.508495,2048.773187,2131.305901,2280.276041,2549.529107,2481.257706,2554.180991,1731.663401,1669.527745,1991.595548,1925.260906,1745.230557,1370.690607,1521.273024,1910.397245,1683.379559,1671.965904,2121.125017,2001.99915,1921.229485,1927.376125,1885.004013,2106.994387,1982.872236,2085.55116,2006.008551,1809.149579,2199.461858,2463.405487,1933.280586,2061.828268,1766.133141
480,31231.7682,654.596209,721.0126675,766.4716095,733.1633249,703.6616903,812.4376495,836.8208823,825.1803767,756.5351401,821.2349206,792.8645795,795.3701233,842.6854101,821.9806328,913.0354905,760.2498046,789.6447013,759.7568645,846.8872136,888.7688435,969.1209477,993.1036867,993.2812926,866.1181666,970.5590997,842.8776918,804.0550504,1041.263935,1093.432686,1209.282752,1092.155798,1163.903388,1114.477822,1222.023031,1136.71302,1289.215991,1327.748218,1320.831082,1302.692432,1471.726495,1551.183467,1444.105931,1569.735501,1654.129936,1521.498749,2028.121945,1817.812393,2105.424656,2166.646863,2050.00386,2134.982191,2287.082723,2552.502822,2493.083018,2564.708874,1737.786677,1669.950235,1989.926022,1927.294852,1746.360418,1372.085586,1520.036695,1918.321261,1693.83722,1683.788038,2118.71357,2016.84714,1931.896593,1932.347252,1896.794954,2106.065711,1986.742635,2078.872005,2010.47637,1808.647273,2206.742392,2471.889069,1941.906287,2063.628278,1762.870229
481,31243.40636,646.9188088,718.7015869,766.2414655,731.4016588,704.5790656,811.3587373,831.5366243,822.1095655,757.7472405,819.8833707,789.0866499,791.8932199,839.3992106,819.3175895,913.8457956,760.097599,792.1296284,762.1759139,846.259372,887.8120263,968.2026243,988.8025181,991.3804335,863.4380874,969.2576664,842.857605,800.491981,1038.001184,1092.83328,1207.936365,1095.019927,1175.187823,1111.040446,1221.354803,1142.918944,1286.489464,1323.492471,1321.213475,1302.336929,1468.648414,1551.777565,1440.613023,1569.763588,1657.029609,1517.300852,2027.207351,1821.430482,2109.281013,2171.359511,2052.337323,2136.459838,2291.388271,2553.758349,2500.63792,2568.519746,1741.465769,1665.833688,1985.604623,1923.512651,1742.791552,1371.554582,1525.163012,1916.331925,1705.286266,1690.552607,2118.638606,2017.367083,1934.775533,1934.011482,1902.978351,2101.521191,1988.471414,2080.816632,2013.286869,1803.406266,2211.766316,2472.648473,1948.046347,2064.481095,1767.485536
482,31215.30478,644.3588547,725.490113,764.4618777,726.1522041,715.7961187,811.6005895,820.694068,809.1574636,747.7905698,816.5347853,779.1946506,791.0817342,832.6724107,821.3197721,909.2672372,755.693645,793.1080374,755.7227263,850.9336692,884.0033427,974.9157458,993.3460355,995.0775052,853.9922924,957.8015389,844.4683498,801.6910744,1031.251152,1089.293863,1211.321338,1095.267867,1175.674801,1101.794273,1223.329855,1141.46125,1290.837496,1316.449313,1323.696327,1284.290054,1468.862883,1550.338582,1439.422191,1563.840013,1656.876067,1510.336048,2021.080701,1822.349251,2100.988674,2173.563022,2058.045284,2134.804582,2287.361188,2553.373214,2498.484115,2562.125941,1737.28024,1658.307249,1980.769286,1914.413241,1736.588101,1365.995324,1533.863318,1904.590323,1708.954701,1685.895023,2123.632691,2002.678137,1924.253277,1929.598964,1895.794959,2098.620384,1986.499364,2093.654375,2009.770857,1794.843455,2207.266378,2464.520738,1947.24726,2062.861745,1776.886126
483,31143.15443,644.2783089,728.9523313,760.8887154,722.8577072,717.4936918,810.8300895,821.0435783,809.7792086,748.6580996,816.1359998,780.0048347,781.0028635,842.927722,824.3456683,906.9532062,752.2476896,797.4650464,753.8208561,845.5691728,880.0271579,970.8850022,994.6929733,990.7477116,861.4817566,957.7364347,842.47986,798.2278114,1034.434559,1091.41587,1209.598047,1098.726115,1160.592743,1101.777959,1222.444949,1132.874708,1291.420685,1319.448668,1311.638548,1277.080701,1466.154218,1537.447376,1434.553984,1558.119497,1646.941858,1508.314444,2027.236799,1815.814018,2097.819404,2172.312556,2065.641036,2133.969773,2284.219766,2556.656414,2494.124565,2559.582922,1724.525035,1657.384297,1972.443413,1910.02526,1739.012,1363.085612,1533.004108,1901.939797,1706.378742,1683.026041,2117.231203,2005.030335,1922.601327,1926.745847,1894.924256,2099.243892,1981.405342,2087.086251,2004.310098,1790.271544,2200.598627,2458.176173,1942.472038,2057.326249,1769.660475
